relative_path,dataset,split,label,size_bytes,sha256
dataset16062024/bcdr/test/is_benign_true/patientbcdr__244_image252_mass947_is_benign_1.png,bcdr,test,benign,8877,f45f6e1f83e9c5730caa19a5aaa7e25f782611f3a3ec16bc113db631949bf636
dataset16062024/bcdr/test/is_benign_true/patientbcdr__251_image334_mass135_is_benign_1.png,bcdr,test,benign,9370,334e4da17ab94b1f507a44aad8d5e4f5baaf4d547e4a9593bc1eedfa501cf9cb
dataset16062024/bcdr/test/is_benign_true/patientbcdr__251_image334_mass136_is_benign_1.png,bcdr,test,benign,9612,3ca8f003103303209f1fcf810688a542907b34b9eb4053dcbc148dbf62bc52e4
dataset16062024/bcdr/test/is_benign_true/patientbcdr__253_image263_mass950_is_benign_1.png,bcdr,test,benign,7438,fdf611f2334f5d7356a957a8d184437ac1ac3025c4ecace0d9e9765b1ecc1ea5
dataset16062024/bcdr/test/is_benign_true/patientbcdr__253_image263_mass951_is_benign_1.png,bcdr,test,benign,6812,34fe30fef713692594ae4eba44d8c0dd3fcc424a101a1346e169d3e5d8257914
dataset16062024/bcdr/test/is_benign_true/patientbcdr__254_image337_mass137_is_benign_1.png,bcdr,test,benign,9863,66e449a222e25f518b59eaf8bf32f4495e8cdaa43000ebba262e53ead5189253
dataset16062024/bcdr/test/is_benign_true/patientbcdr__254_image337_mass138_is_benign_1.png,bcdr,test,benign,10025,5d2f92e21c1170dfb9c61b0cc6dad908f5c9d821885017c0104bb80de12b04a0
dataset16062024/bcdr/test/is_benign_true/patientbcdr__255_image265_mass1489_is_benign_1.png,bcdr,test,benign,5372,e16afbaf4461afd618f706b1a93cc54eb1cb102ed3806bba11f49bf929cadfb4
dataset16062024/bcdr/test/is_benign_true/patientbcdr__255_image265_mass1490_is_benign_1.png,bcdr,test,benign,7472,1e074e6b9f281dbf8b08ec1db619d535b8d282c0b299faa2f516452f00400a77
dataset16062024/bcdr/test/is_benign_true/patientbcdr__255_image338_mass139_is_benign_1.png,bcdr,test,benign,9200,befac1227a875250c0c71789507ad365936fbd4007c308b526aaa544fcfd2b40
dataset16062024/bcdr/test/is_benign_true/patientbcdr__255_image338_mass140_is_benign_1.png,bcdr,test,benign,9865,a4f8d6306d4e0096ea6ef1fafec46f66d67457742414139700d48d1d3fb2a4c9
dataset16062024/bcdr/test/is_benign_true/patientbcdr__255_image338_mass141_is_benign_1.png,bcdr,test,benign,10230,9921b2730597a93968a0a1d6f67c681bfbb6628856b952e740c69278457658d9
dataset16062024/bcdr/test/is_benign_true/patientbcdr__255_image338_mass142_is_benign_1.png,bcdr,test,benign,10177,87c308c98f686e809cc598a861c2af68c518b16ba78eec0beeef298eb63640ed
dataset16062024/bcdr/test/is_benign_true/patientbcdr__257_image267_mass1491_is_benign_1.png,bcdr,test,benign,7549,a9980a7040a9563c8d8048c64bb1533276641faf703fc90fc2c1f113fdb24092
dataset16062024/bcdr/test/is_benign_true/patientbcdr__257_image267_mass1492_is_benign_1.png,bcdr,test,benign,7156,516b291d472d8c6fc0efafa778c1f6a4145e92b5a22e2d2d41ef3fcbe4b6bfb7
dataset16062024/bcdr/test/is_benign_true/patientbcdr__257_image267_mass830_is_benign_1.png,bcdr,test,benign,7258,cf405ec986242a455b11503e3720a3de9d9e73cdded14a03510bb8ee77909101
dataset16062024/bcdr/test/is_benign_true/patientbcdr__257_image267_mass831_is_benign_1.png,bcdr,test,benign,6759,3854e6b6d9c9e3d8e55dd337cd45d50b78dfe8a113118c372a0238c53250479c
dataset16062024/bcdr/test/is_benign_true/patientbcdr__25_image26_mass1135_is_benign_1.png,bcdr,test,benign,7467,7c982c41cf911ebd23002c291112a88b7d846cdaac1fb546ab4b4bfed75926c1
dataset16062024/bcdr/test/is_benign_true/patientbcdr__25_image26_mass1136_is_benign_1.png,bcdr,test,benign,9185,b8f945e4100b128f419176587ab04ae210e0edc45b28162ab98a62398e8807e5
dataset16062024/bcdr/test/is_benign_true/patientbcdr__25_image26_mass1137_is_benign_1.png,bcdr,test,benign,8823,6c970ea2c5314d7d466e246e8d0e14b884ecb661a05c292e376d1bef1489f546
dataset16062024/bcdr/test/is_benign_true/patientbcdr__25_image26_mass1138_is_benign_1.png,bcdr,test,benign,9528,d8ec3c1ba37fb13051553dececfcb5ff36c9f8de8e37c64e13b61313ee80a270
dataset16062024/bcdr/test/is_benign_true/patientbcdr__265_image275_mass952_is_benign_1.png,bcdr,test,benign,8747,cdbf63dd767c1fd7be9d297107f2521ad5d3800b7122716ba46b5374345145d5
dataset16062024/bcdr/test/is_benign_true/patientbcdr__265_image275_mass953_is_benign_1.png,bcdr,test,benign,6151,6bdcd1ba88769e5d45c61e2b091631811a94e98309a11d70f6e9dc5fe871a814
dataset16062024/bcdr/test/is_benign_true/patientbcdr__269_image279_mass574_is_benign_1.png,bcdr,test,benign,6368,01833803dbee81135a6c019b72121c8bad271ca51067c03bb3c0c2b130670b7c
dataset16062024/bcdr/test/is_benign_true/patientbcdr__269_image279_mass575_is_benign_1.png,bcdr,test,benign,8515,04cea8d0a26a22e55c9d9f3390c2e245280d40a8fbf2aea8e0b9857a7350e66f
dataset16062024/bcdr/test/is_benign_true/patientbcdr__269_image279_mass957_is_benign_1.png,bcdr,test,benign,6399,2cd700cf44f4a4ca2c7ac91fdfefd370afa5aed8d980da5f3761ebd4705d9715
dataset16062024/bcdr/test/is_benign_true/patientbcdr__269_image279_mass958_is_benign_1.png,bcdr,test,benign,8390,018097bf4c8e8c6293387fb6a784a126373601cc8c8eec9c17fa42a04f6e1731
dataset16062024/bcdr/test/is_benign_true/patientbcdr__273_image283_mass959_is_benign_1.png,bcdr,test,benign,7973,30cc916284b8453ad70821772372d756a9998d8e9bbd653b1cda499783e6f331
dataset16062024/bcdr/test/is_benign_true/patientbcdr__273_image283_mass960_is_benign_1.png,bcdr,test,benign,7663,0225e45cc7d89c025f217f451f929f859b11835a64f346a193b17145e99a6dc9
dataset16062024/bcdr/test/is_benign_true/patientbcdr__275_image285_mass963_is_benign_1.png,bcdr,test,benign,8532,09177d0a586da411bd1af6bef1e03222dbd2ca3cafad8377ab66affe78730ebf
dataset16062024/bcdr/test/is_benign_true/patientbcdr__275_image285_mass964_is_benign_1.png,bcdr,test,benign,6639,37b8b75547c22ca70761aebe12e2d3cda158c373b7de2ec4afa107323bd5b656
dataset16062024/bcdr/test/is_benign_true/patientbcdr__279_image289_mass965_is_benign_1.png,bcdr,test,benign,5234,6bb03fa9e3fde43923415abf4c93f2ea5415c189a8dfba09e2f05886a48a8edb
dataset16062024/bcdr/test/is_benign_true/patientbcdr__279_image289_mass966_is_benign_1.png,bcdr,test,benign,5478,816f40f72953bcea03b83f4e1edc89b174aa187d985e06fd198d99543c6f8ea6
dataset16062024/bcdr/test/is_benign_true/patientbcdr__27_image28_mass1139_is_benign_1.png,bcdr,test,benign,6555,46794595b1c07dff4b79960b4786df1f9caa25e82455f4bb6361b2917fbb3bbe
dataset16062024/bcdr/test/is_benign_true/patientbcdr__27_image28_mass1140_is_benign_1.png,bcdr,test,benign,6830,5cee1efdb1a301fe647559454741f05e84f8a964e11931e78bf32fe1006cfd18
dataset16062024/bcdr/test/is_benign_true/patientbcdr__282_image292_mass1496_is_benign_1.png,bcdr,test,benign,8026,661f8a83174aa2e86c1f4557380317f98b29e47aae88aa8000dbbc0379dfaccd
dataset16062024/bcdr/test/is_benign_true/patientbcdr__282_image292_mass1497_is_benign_1.png,bcdr,test,benign,6032,b280471f5d6c0d41cd17e413c45d72cfa640b9543f06193e71247967f2a1c426
dataset16062024/bcdr/test/is_benign_true/patientbcdr__282_image292_mass832_is_benign_1.png,bcdr,test,benign,8048,8de2e99417923675b860f149536d3ebb9d6060706c393ef27f300de16602b41e
dataset16062024/bcdr/test/is_benign_true/patientbcdr__282_image292_mass833_is_benign_1.png,bcdr,test,benign,6026,ee98bafaf4023e3d4c6ec3fd0320c0b9c866ed6283890d8c240734d4c0e8be2f
dataset16062024/bcdr/test/is_benign_true/patientbcdr__282_image372_mass117_is_benign_1.png,bcdr,test,benign,10387,a629365c4f591ca96bcd354626533b2b82f0d8acb4812356ca578b26e2c6f850
dataset16062024/bcdr/test/is_benign_true/patientbcdr__282_image372_mass118_is_benign_1.png,bcdr,test,benign,10611,515eda9330cdb573a141df19d3cc3beb4c92a86e4832fdccf9ac68588bdf9530
dataset16062024/bcdr/test/is_benign_true/patientbcdr__286_image296_mass1498_is_benign_1.png,bcdr,test,benign,5997,b2990ca46ca7aa75c5541b9add89f3898eb221afb996ada609e8f19a92357ed2
dataset16062024/bcdr/test/is_benign_true/patientbcdr__286_image296_mass1499_is_benign_1.png,bcdr,test,benign,6061,07768b2083caa537a6b9f39c33fc8ab4bdcd2c59e93b0efedbadf334c7eaba9a
dataset16062024/bcdr/test/is_benign_true/patientbcdr__287_image379_mass115_is_benign_1.png,bcdr,test,benign,10491,d5675bf0b4774e6652c4d30bc83089d10be831e5a1e5e46971cc4295e92b8705
dataset16062024/bcdr/test/is_benign_true/patientbcdr__287_image379_mass116_is_benign_1.png,bcdr,test,benign,10329,1f2d7448ca5ea97e23f9f4693919cd04668c601f3e636ab766b140ecbf5c63d6
dataset16062024/bcdr/test/is_benign_true/patientbcdr__28_image29_mass1153_is_benign_1.png,bcdr,test,benign,9034,21e8c0ae0aa5d2ecb146cc996b7e69c013da5102c99086a3a9825a246bc017ac
dataset16062024/bcdr/test/is_benign_true/patientbcdr__28_image29_mass1154_is_benign_1.png,bcdr,test,benign,7736,29ff12e1773d8aa527fb300b46745b69d26bea2beb90c178ebdfb64ed47f72da
dataset16062024/bcdr/test/is_benign_true/patientbcdr__290_image300_mass967_is_benign_1.png,bcdr,test,benign,5116,e9b1f5ec130a1dfe0dcf20b55c182727f1eb81a9f14b0e1b7f2556784efdb562
dataset16062024/bcdr/test/is_benign_true/patientbcdr__290_image300_mass968_is_benign_1.png,bcdr,test,benign,7292,acdf1e01db56418e006dcefa1a28260480a487334c70f05172d90fbef8d32aae
dataset16062024/bcdr/test/is_benign_true/patientbcdr__291_image301_mass969_is_benign_1.png,bcdr,test,benign,5901,f654a26b552f7252cc1b427c31b8a999201ccec66a917c5908270c3412371d13
dataset16062024/bcdr/test/is_benign_true/patientbcdr__291_image301_mass970_is_benign_1.png,bcdr,test,benign,4988,691fd56c60c6a9bf271551e942e69c57a01a7e2ff5c4a549b7012d418bfeb48f
dataset16062024/bcdr/test/is_benign_true/patientbcdr__2_image2_mass1117_is_benign_1.png,bcdr,test,benign,7293,ece4b630213f3fcba845b0d0d990a67819382dc43a658e477b63a9de85033707
dataset16062024/bcdr/test/is_benign_true/patientbcdr__2_image2_mass1118_is_benign_1.png,bcdr,test,benign,9695,c4b810e8d54669cc2a80a45f277c024de9b05c418b915827252755b91c93a3e5
dataset16062024/bcdr/test/is_benign_true/patientbcdr__2_image2_mass651_is_benign_1.png,bcdr,test,benign,7433,4367ac3fff02fbbfa3fee54f7d8a7165d78263e49c5a17ebcc88ba051677807b
dataset16062024/bcdr/test/is_benign_true/patientbcdr__2_image2_mass652_is_benign_1.png,bcdr,test,benign,9679,d323b31a2c66beae536596f225a74bfae79f3cb281de8806deb5ed6458779c38
dataset16062024/bcdr/test/is_benign_true/patientbcdr__306_image316_mass1511_is_benign_1.png,bcdr,test,benign,6848,a0b7855e7fae0669b70e038917d2e70a8610e4f06f773e1d5314fb8eafea1e9d
dataset16062024/bcdr/test/is_benign_true/patientbcdr__306_image316_mass1512_is_benign_1.png,bcdr,test,benign,6629,3afda94b0967f9fece484d2c9b3efdb6edaa44f74856c38c6560a4b075ebd5c7
dataset16062024/bcdr/test/is_benign_true/patientbcdr__314_image324_mass983_is_benign_1.png,bcdr,test,benign,9444,a635a8ab73b7ff618d5cbf5d9408a4354d804e697a30129ca95503350258558e
dataset16062024/bcdr/test/is_benign_true/patientbcdr__314_image324_mass984_is_benign_1.png,bcdr,test,benign,9358,b1b42f0644acd0974d0247f8dc402b3a22f9750b645978928a9956f5956294a3
dataset16062024/bcdr/test/is_benign_true/patientbcdr__31_image32_mass1155_is_benign_1.png,bcdr,test,benign,9628,168ae8d54cb6aefb8242e812f062b6e6f9665d4a7d9ad77a5da566f5e5132fce
dataset16062024/bcdr/test/is_benign_true/patientbcdr__31_image32_mass1156_is_benign_1.png,bcdr,test,benign,6801,a755732d6ea0d3806f5ec98e3fa9e49f216a5b478bae72924a7753f45557901b
dataset16062024/bcdr/test/is_benign_true/patientbcdr__31_image32_mass1157_is_benign_1.png,bcdr,test,benign,7677,c99116e9477cd987a1374ecad3a7c19880c0e8ef44d996e5500e7729df2c762d
dataset16062024/bcdr/test/is_benign_true/patientbcdr__31_image32_mass1158_is_benign_1.png,bcdr,test,benign,8189,b3e07cae37aa388a16aa63124e257461bbf72588bfece37035b3e932e2494fe3
dataset16062024/bcdr/test/is_benign_true/patientbcdr__31_image32_mass1159_is_benign_1.png,bcdr,test,benign,8928,301d4b0d0f2339ca71579110ebd4610964402e36b93b8d4d7f464a1aefc4dbc8
dataset16062024/bcdr/test/is_benign_true/patientbcdr__322_image428_mass85_is_benign_1.png,bcdr,test,benign,6607,17eeacde29fea6ae2c4ed6ad3dab6537d6e507a07138804a545604e0747ea2aa
dataset16062024/bcdr/test/is_benign_true/patientbcdr__322_image428_mass86_is_benign_1.png,bcdr,test,benign,9469,5983b06fea23ef5982e883e03ef6f50241768649b8b5682fcd6a2a3339a4c203
dataset16062024/bcdr/test/is_benign_true/patientbcdr__323_image333_mass588_is_benign_1.png,bcdr,test,benign,9885,00cd9ebdea1881008abf030da365fd1b5be5c3f9a4cce4c6ee2e826ea4010d0c
dataset16062024/bcdr/test/is_benign_true/patientbcdr__323_image333_mass589_is_benign_1.png,bcdr,test,benign,8543,a969c33c759adda73c2cbdfc7a592cee56f37f88354734467c44d2651497b2e1
dataset16062024/bcdr/test/is_benign_true/patientbcdr__323_image333_mass987_is_benign_1.png,bcdr,test,benign,9908,8c34983c6664e197d494738b36d66cbfa7cf7ce71750ae1b3c8765a1edbfcdce
dataset16062024/bcdr/test/is_benign_true/patientbcdr__323_image333_mass988_is_benign_1.png,bcdr,test,benign,8441,3ed9496bab1e222390eba10f1cad9a129c502654da333a327097f5b5e2e15051
dataset16062024/bcdr/test/is_benign_true/patientbcdr__323_image430_mass87_is_benign_1.png,bcdr,test,benign,9785,17b97b168b2e585548404c6d80ca044b555f1b0fd5df559537396d911360b41f
dataset16062024/bcdr/test/is_benign_true/patientbcdr__323_image430_mass88_is_benign_1.png,bcdr,test,benign,7047,104ea165a9b0211468cb18ebeea7cfcb2b3ade578b9dab19a0056ab4d6035ccc
dataset16062024/bcdr/test/is_benign_true/patientbcdr__325_image335_mass991_is_benign_1.png,bcdr,test,benign,7994,2c13102eafaee4a31a0e3957a33e1dd60eeee1b062c615a91035e224ea769bc0
dataset16062024/bcdr/test/is_benign_true/patientbcdr__325_image335_mass992_is_benign_1.png,bcdr,test,benign,6094,12f3cb8e87545e19248e7073eb17f0a94ac440946a24fcc070d7d7e3e4e68cb5
dataset16062024/bcdr/test/is_benign_true/patientbcdr__328_image338_mass1513_is_benign_1.png,bcdr,test,benign,7781,c7b7f7f893c95d0f45571c664fb6baa4b847f8956d27d84830fdfec06ad995f6
dataset16062024/bcdr/test/is_benign_true/patientbcdr__328_image338_mass1514_is_benign_1.png,bcdr,test,benign,7213,36aae26698e3db0edc03048bba34d123441f163d1ce8d0dc02ff83bec69ce118
dataset16062024/bcdr/test/is_benign_true/patientbcdr__330_image341_mass590_is_benign_1.png,bcdr,test,benign,9427,8185396f5f77788622efa1640547920b1ec727f42ffb12fd211d0314cb1ffbe9
dataset16062024/bcdr/test/is_benign_true/patientbcdr__330_image341_mass591_is_benign_1.png,bcdr,test,benign,9023,e67c4d9da8fc102d0ad707f0692786617f92335cc03948bee427c7276f4b718a
dataset16062024/bcdr/test/is_benign_true/patientbcdr__330_image341_mass993_is_benign_1.png,bcdr,test,benign,9409,de5edd6efe821d652e60a83ee7b4013a06987b59e8474ee1f0dae33a09823896
dataset16062024/bcdr/test/is_benign_true/patientbcdr__330_image341_mass994_is_benign_1.png,bcdr,test,benign,9133,0b069e87eea3ee57cd4de7ea3624c03eaddc5a6deb6107462fcdad43492940ff
dataset16062024/bcdr/test/is_benign_true/patientbcdr__331_image342_mass995_is_benign_1.png,bcdr,test,benign,8089,d43e8b87f79b730e9ed709a34e5e9af96fb50fe82ac38b5e088d69484d9989c0
dataset16062024/bcdr/test/is_benign_true/patientbcdr__331_image342_mass996_is_benign_1.png,bcdr,test,benign,7908,26681ead5a242fc20aac9aadeda5221ccb454e89c7ae500694dfd6aeeee87c61
dataset16062024/bcdr/test/is_benign_true/patientbcdr__335_image346_mass997_is_benign_1.png,bcdr,test,benign,7454,48c233dc03b6614f0edd0a147c5b3446776569ca38f1d04474a5189e57f54f5c
dataset16062024/bcdr/test/is_benign_true/patientbcdr__335_image346_mass998_is_benign_1.png,bcdr,test,benign,7967,2af0af3f7f4dc9a824db28f4a137d815c39e4a573e15c5415c2c59452939bb3a
dataset16062024/bcdr/test/is_benign_true/patientbcdr__341_image352_mass1520_is_benign_1.png,bcdr,test,benign,7747,39be1ca51a32d903278fc4c7ceb98d6ec1dc3030c1c1b2ed04a3ef04ae0635a3
dataset16062024/bcdr/test/is_benign_true/patientbcdr__341_image352_mass1521_is_benign_1.png,bcdr,test,benign,7941,29d122f427520c5953123c7228d586c3050c2391a05bd85f78d26bf9fe36d817
dataset16062024/bcdr/test/is_benign_true/patientbcdr__350_image361_mass1003_is_benign_1.png,bcdr,test,benign,8731,42242cf3a390e9e3a04588a63ed6778d9b1749f614d9fa83caa18a3deb54ce5f
dataset16062024/bcdr/test/is_benign_true/patientbcdr__350_image361_mass1004_is_benign_1.png,bcdr,test,benign,7153,bcb4c826bbf2b50d2336a33b80d90e01c3e80bdaa27821c904a77d0cde733cec
dataset16062024/bcdr/test/is_benign_true/patientbcdr__351_image362_mass1522_is_benign_1.png,bcdr,test,benign,8067,81a986a270da463cb640c4db08e50a54a62cbf925244cd7087a5a0ad2cd40fa4
dataset16062024/bcdr/test/is_benign_true/patientbcdr__351_image362_mass1523_is_benign_1.png,bcdr,test,benign,9264,2e780e161d9813f04421e92e769ef4a36e5ead4d300aeb2548fb1939b2df741b
dataset16062024/bcdr/test/is_benign_true/patientbcdr__355_image368_mass1005_is_benign_1.png,bcdr,test,benign,4914,37b5dd9c499da515cedee14602e56336bc45a3b7cbbde4ee1a2e6b1717292163
dataset16062024/bcdr/test/is_benign_true/patientbcdr__355_image368_mass1006_is_benign_1.png,bcdr,test,benign,5990,8f200fb9f4241b5ea139b1c11b11426af0b6d909e56f303f527e56a7de1df250
dataset16062024/bcdr/test/is_benign_true/patientbcdr__355_image368_mass596_is_benign_1.png,bcdr,test,benign,4940,32126315ecd0e06b71dee863ce4ee1107a2739e013663aa592260bdcab8462d3
dataset16062024/bcdr/test/is_benign_true/patientbcdr__355_image368_mass597_is_benign_1.png,bcdr,test,benign,6006,2cb721d8d07a991a7d31a228d96142c153e6caf4f91dec1e2cd42550e6e742e0
dataset16062024/bcdr/test/is_benign_true/patientbcdr__360_image375_mass1013_is_benign_1.png,bcdr,test,benign,7276,7003d80b9e0b62a6b2dc9230d10158681e5751054efee037bb0cdad14b35492d
dataset16062024/bcdr/test/is_benign_true/patientbcdr__360_image375_mass1014_is_benign_1.png,bcdr,test,benign,8456,7c01092949ef6d07cdc6d101e2c74fef3b287c23fa8818b5d6dd5740aba937bd
dataset16062024/bcdr/test/is_benign_true/patientbcdr__361_image376_mass1015_is_benign_1.png,bcdr,test,benign,6349,b19793c326f945e62a64323107ce5b2a072fa61a9520a1578d1311d68d5093c9
dataset16062024/bcdr/test/is_benign_true/patientbcdr__361_image376_mass1016_is_benign_1.png,bcdr,test,benign,6185,06f6164962f401b008842b727d70b1df194fa2dbae7a9cdb5a57fe18e73f2e2b
dataset16062024/bcdr/test/is_benign_true/patientbcdr__362_image377_mass1578_is_benign_1.png,bcdr,test,benign,8591,dfac414c423e885f35e96defad731233cca5f5170d96a89483f1d3ef96349e3d
dataset16062024/bcdr/test/is_benign_true/patientbcdr__362_image377_mass1579_is_benign_1.png,bcdr,test,benign,8769,3051ea48686c15ef266b95a8fa974d72274be1b5e6139ec81b635d4c0c3960fb
dataset16062024/bcdr/test/is_benign_true/patientbcdr__362_image377_mass856_is_benign_1.png,bcdr,test,benign,8704,7583bb90598f5c68c0e5a8db186919fbfd23e9d165e25d3367101322c1e034e6
dataset16062024/bcdr/test/is_benign_true/patientbcdr__362_image377_mass857_is_benign_1.png,bcdr,test,benign,8757,a7809ea5b5ce465e59724e0b2bc4a734029841245ff88a103f140bf62d4fa512
dataset16062024/bcdr/test/is_benign_true/patientbcdr__362_image378_mass1017_is_benign_1.png,bcdr,test,benign,7832,e2959bf3e91f801b7c74947fa4fbf6a70516397d71ea14aa5fee1e6a40967001
dataset16062024/bcdr/test/is_benign_true/patientbcdr__362_image378_mass1018_is_benign_1.png,bcdr,test,benign,7916,e455169bbe2702dea31dc880399292aa0f288e9bc8eb4c97eca1f0b7969bce7f
dataset16062024/bcdr/test/is_benign_true/patientbcdr__362_image378_mass1019_is_benign_1.png,bcdr,test,benign,7933,ff3cb46032ce2641267e4d6a8407f0b9e2f43cb00507e3e6cd37cf1b119faae3
dataset16062024/bcdr/test/is_benign_true/patientbcdr__362_image378_mass1020_is_benign_1.png,bcdr,test,benign,7940,8a68ff5e679266e10b09926362cf3984b598ce69ea775a896a3197aa6606d635
dataset16062024/bcdr/test/is_benign_true/patientbcdr__367_image387_mass1152_is_benign_1.png,bcdr,test,benign,6494,2ebc91c2f81e6f199d7c476c8567d12d2750f86cebade10c715a58c35b4b510b
dataset16062024/bcdr/test/is_benign_true/patientbcdr__36_image37_mass1142_is_benign_1.png,bcdr,test,benign,7938,fb756bc7ade84e559503caf4df82c57372db390d2cd10b25a6924c53dd1de693
dataset16062024/bcdr/test/is_benign_true/patientbcdr__36_image37_mass1143_is_benign_1.png,bcdr,test,benign,7705,a7f93bc5709a8498b89b249d6c44488800e530058c823310d286328149eec08a
dataset16062024/bcdr/test/is_benign_true/patientbcdr__36_image37_mass674_is_benign_1.png,bcdr,test,benign,7974,3b534e9d0399950af1c9c789273cfaa493e6f79c9e7a38ab94a9154e39df1fe8
dataset16062024/bcdr/test/is_benign_true/patientbcdr__36_image37_mass675_is_benign_1.png,bcdr,test,benign,7775,e13cd943df3b830adfd83323fdbe1760f8c135b8f8f061d8ff4f1a1158618ee3
dataset16062024/bcdr/test/is_benign_true/patientbcdr__371_image391_mass1525_is_benign_1.png,bcdr,test,benign,7796,c914ac95b70ce28e89318e4b20eff8b5704e73d73d80bde1fcf370be945d849f
dataset16062024/bcdr/test/is_benign_true/patientbcdr__373_image393_mass1526_is_benign_1.png,bcdr,test,benign,8021,160f58f13f06178710849026bf8c2bf4be24edfc526bc50cca10d3ae9f0d4829
dataset16062024/bcdr/test/is_benign_true/patientbcdr__374_image394_mass1527_is_benign_1.png,bcdr,test,benign,8214,fb1ba6edefb70ce89100604cb2296bb46682a946a67e8526b1b63d2d35c28ff9
dataset16062024/bcdr/test/is_benign_true/patientbcdr__374_image394_mass1528_is_benign_1.png,bcdr,test,benign,8298,4bbbdae13f65184cf76d4b6a0d3a9d00ae8b7cd7531db1730c2e7ba874070c5e
dataset16062024/bcdr/test/is_benign_true/patientbcdr__374_image394_mass849_is_benign_1.png,bcdr,test,benign,8214,fb1ba6edefb70ce89100604cb2296bb46682a946a67e8526b1b63d2d35c28ff9
dataset16062024/bcdr/test/is_benign_true/patientbcdr__380_image400_mass1529_is_benign_1.png,bcdr,test,benign,7765,dc0bd277b92636997bc71b4c1255799982f070b727dbcf0584731418fe055e8e
dataset16062024/bcdr/test/is_benign_true/patientbcdr__382_image402_mass1027_is_benign_1.png,bcdr,test,benign,9759,d1c609560b6649d00e2b47d32905a22a37bda51bfe9ce28e971253cf491ec049
dataset16062024/bcdr/test/is_benign_true/patientbcdr__382_image402_mass1028_is_benign_1.png,bcdr,test,benign,8764,097b523e06c869b40499738dd533db215409f41aabbc933ccc4dc54bf6beaa48
dataset16062024/bcdr/test/is_benign_true/patientbcdr__382_image402_mass606_is_benign_1.png,bcdr,test,benign,9805,0662bc2aeb05c64d9d2c44389407e79c4b96068ad1ffa95a7654ecc983037ab0
dataset16062024/bcdr/test/is_benign_true/patientbcdr__382_image402_mass607_is_benign_1.png,bcdr,test,benign,8712,352c757b33bc815978cae758a7c7fed5c35170d27318eb58435935b069904d34
dataset16062024/bcdr/test/is_benign_true/patientbcdr__387_image407_mass1031_is_benign_1.png,bcdr,test,benign,9648,c03efbfe2b8a23be7f62799f096868532b77fde24c5830a86c22fddfbbffc112
dataset16062024/bcdr/test/is_benign_true/patientbcdr__387_image407_mass1032_is_benign_1.png,bcdr,test,benign,7906,8d38a679c3014b75cf4ed77b8af851eb48fdca9ede0deddb26e231bded21b004
dataset16062024/bcdr/test/is_benign_true/patientbcdr__389_image409_mass1033_is_benign_1.png,bcdr,test,benign,5485,131ffbd93de7fd1d53d12205273e7c5219b23292b05f84158e381bc95f8a90b0
dataset16062024/bcdr/test/is_benign_true/patientbcdr__389_image409_mass1034_is_benign_1.png,bcdr,test,benign,6983,711e0c0edc2f7b975bf70a536df10a8c8a0c17563154fdffcc13b24d74910fbf
dataset16062024/bcdr/test/is_benign_true/patientbcdr__38_image39_mass1144_is_benign_1.png,bcdr,test,benign,5718,26f9efecc7a9260c62bb8deddfdf313729d73cd1321ba0fb4bee5dde3ac63844
dataset16062024/bcdr/test/is_benign_true/patientbcdr__38_image39_mass1145_is_benign_1.png,bcdr,test,benign,8536,181dd00305d9626da408329ce967147899349dbc8c29e5a87da4c5da31e95092
dataset16062024/bcdr/test/is_benign_true/patientbcdr__391_image411_mass1035_is_benign_1.png,bcdr,test,benign,8379,682e415160c3ac526d7da6cca8a6132fe6e5b98327ac403a57dd57f888c6b5de
dataset16062024/bcdr/test/is_benign_true/patientbcdr__391_image411_mass1036_is_benign_1.png,bcdr,test,benign,8584,c4dec6a85eb4964e097e2a29c321bc378af9e32e3b1a4ec2ea831bd7c52438da
dataset16062024/bcdr/test/is_benign_true/patientbcdr__394_image414_mass1530_is_benign_1.png,bcdr,test,benign,9293,1059c1d3bb935a7b7155f7ad33d90a112c98ff5505ef3a20cc07ef62eb8ae1a5
dataset16062024/bcdr/test/is_benign_true/patientbcdr__394_image414_mass1531_is_benign_1.png,bcdr,test,benign,9753,d0846ca026bbe0a3d90fb80e427b487db3c4f7e6c9a7713e9cb925488caf72db
dataset16062024/bcdr/test/is_benign_true/patientbcdr__394_image414_mass1532_is_benign_1.png,bcdr,test,benign,6848,e2a6dc72d461a8fbeff21caa413d172a3af3ebbf4e0d928c76a3b03cec0e32f0
dataset16062024/bcdr/test/is_benign_true/patientbcdr__394_image414_mass1533_is_benign_1.png,bcdr,test,benign,7465,c60dbc3cd1af0160c91b5e3a71de4f92b26a11336e54eb184df99fc00df1ee3f
dataset16062024/bcdr/test/is_benign_true/patientbcdr__394_image414_mass1534_is_benign_1.png,bcdr,test,benign,9204,6e57125bb9b1406e40617e2ce6307e8a8796a6ee38a73f9a15cc197bfd49c49f
dataset16062024/bcdr/test/is_benign_true/patientbcdr__394_image414_mass1535_is_benign_1.png,bcdr,test,benign,9780,3d653463baeef648392553ae74ad4b45972766d70cc2b739f4c0e9d8bdb97271
dataset16062024/bcdr/test/is_benign_true/patientbcdr__396_image416_mass1009_is_benign_1.png,bcdr,test,benign,5920,dd7adcb8c8da9661feb96cc4556b2065237357130ee15cd79bf5d06d2a1b2a6e
